Title,Skill Level,Yarn Weight,Fiber Type,Yardage,Category,Hook Size,Pattern Link
Geeking Out for Halloween Potholder,Intermediate,Worsted,Cotton,201,,7/4.5mm crochet hook,https://www.crochet.com/geeking-out-for-halloween-potholder/p/15046D
Gemini Pillow,Intermediate,Bulky,Wool,548,Crochet,M/13 (9.0mm) crochet hook,https://www.crochet.com/gemini-pillow/p/55045
Geo Potted Plant Covers Pattern,Intermediate,Worsted,Cotton,75-300,,U.S. size 7 (4.5 mm) crochet hook,https://www.crochet.com/geo-potted-plant-covers-pattern/p/58077
Geometric Squared Pouch,Intermediate,DK,Cotton,615,,E/3.5mm crochet hook,https://www.crochet.com/geometric-squared-pouch/p/18009D
Geometry Kaleidoscope Jacket,Intermediate,DK,Wool,1476,,7/4.5mm crochet hook,https://www.crochet.com/geometry-kaleidoscope-jacket/p/15921D
Geometry Wrap,Intermediate,"Worsted, Bulky",Acrylic,1476,,H/5.0mm crochet hook,https://www.crochet.com/geometry-wrap/p/18790D
Gepetto Blanket,Beginner,Worsted,Cotton,750,,I/5.5mm crochet hook,https://www.crochet.com/gepetto-blanket/p/18795D
Gessato Ribbon Blanket,Intermediate,Worsted,Wool,3850,,US H/8 (5mm) crochet hook.,https://www.crochet.com/gessato-ribbon-blanket/p/51379D
Get Comfy Cardi,Intermediate,Worsted,Cotton,1050-1925,,I/5.5mm crochet hook,https://www.crochet.com/get-comfy-cardi/p/15805D
Ghostie Applique,Intermediate,"Bulky, Super Bulky",,37,,7.0mm crochet hook,https://www.crochet.com/ghostie-applique/p/15605D
Ginger Snap Hooded Scarf,Intermediate,Worsted,Wool,894,,J/6.0mm crochet hook,https://www.crochet.com/ginger-snap-hooded-scarf/p/15888D
Gingerbread House,Intermediate,Worsted,Acrylic,754,,Size H/8 (5mm),https://www.crochet.com/gingerbread-house/p/17802D
Gingersnap Pullover,Intermediate,Worsted,Acrylic,800-2250,,I/5.5mm crochet hook,https://www.crochet.com/gingersnap-pullover/p/18000D
Glacial Capelet,Intermediate,"Aran/Heavy Worsted, Worsted, Bulky",Alpaca,496-992,,L/11 (8.0mm) Tunisian hook with cable,https://www.crochet.com/glacial-capelet/p/55032D
Glacier Breeze Blanket Cardigan,Intermediate,Bulky,,1100-1900,Crochet,M/9.0mm crochet hook,https://www.crochet.com/glacier-breeze-blanket-cardigan/p/N3902
Glimmer Sisters Unicorn Slippers Pattern,Intermediate,Worsted,Acrylic,1526-1744,,U.S.  D/3 (3/25 mm) crochet hook,https://www.crochet.com/glimmer-sisters-unicorn-slippers-pattern/p/58091
Goldstone Bralette,Intermediate,DK,Cotton,615,,C/2.75mm crochet hook,https://www.crochet.com/goldstone-bralette/p/18230D
Gondola Cowl,Intermediate,Super Bulky,,180,Crochet,US P/16 (12.0mm) Crochet hook,https://www.crochet.com/gondola-cowl/p/55144D
Grandmother's Tunisian Garden,Intermediate,Worsted,Wool,2140,,J/6.0mm crochet hook,https://www.crochet.com/grandmother-s-tunisian-garden/p/12909D
Granite Ridge Mosaic Blanket,Intermediate,Bulky,Acrylic,2830,,7.0mm crochet hook,https://www.crochet.com/granite-ridge-mosaic-blanket/p/18580D
Granny Puff Face Scrubbies,Intermediate,Worsted,Cotton,50,,I/5.5mm crochet hook,https://www.crochet.com/granny-puff-face-scrubbies/p/18907D
Granny Square Hood,Beginner,"Bulky, Aran/Heavy Worsted",Wool,274,Crochet,US K/10.5 (6.5mm) Crochet hook,https://www.crochet.com/granny-square-hood/p/58320
Granny Square Snowflake Blanket,Intermediate,Worsted,Acrylic,4670,Crochet,H/5.0mm crochet hook,https://www.crochet.com/granny-square-snowflake-blanket/p/15804D
Great Divide Vest,Intermediate,Bulky,Wool,548-1233,,K/10.5 (6.5 mm) Crochet hook,https://www.crochet.com/great-divide-vest/p/55050D
Greenhouse Throw,Intermediate,Worsted,Acrylic,2180,,7/4.5mm crochet hook,https://www.crochet.com/greenhouse-throw/p/54059D
Grunge Gloves,Beginner,"Bulky, Worsted",Acrylic,140,,J/6 mm crochet hook,https://www.crochet.com/grunge-gloves/p/18140D
Gwendolyn Sweater,Intermediate,Worsted,Wool,950-2000,Crochet,"G/4mm, 4.5mm, J/6mm, K/6.5mm crochet hooks",https://www.crochet.com/gwendolyn-sweater/p/18176D
Halsey Cardigan,Beginner,DK,Alpaca,1170-2325,Crochet,H/5.0mm crochet hook,https://www.crochet.com/halsey-cardigan/p/18237D
Hanging Koala Planter,Intermediate,Worsted,Acrylic,100,Crochet,Size K/10.5 (6.5mm) and G/6 (4mm): hooks,https://www.crochet.com/hanging-koala-planter/p/17867D
Hanging Leaf Earring Pattern,Beginner,Lace,Cotton,200,,U.S. size B/1 (2.25 mm) crochet hook,https://www.crochet.com/hanging-leaf-earring-pattern/p/58073
Harlow Boho Vest,Intermediate,DK,,520-970,Crochet,I/5.5mm crochet hook,https://www.crochet.com/harlow-boho-vest/p/N16087D
Harlow Cardigan,Intermediate,DK,,950-2100,Crochet,G/4.0mm crochet hook,https://www.crochet.com/harlow-cardigan/p/N16088D
Harlow Cover-Up,Intermediate,Fingering,,1000-2100,Crochet,E/3.5mm crochet hook,https://www.crochet.com/harlow-cover-up/p/N16089D
Harlow Tank Top,Intermediate,Fingering,,575-1450,Crochet,F/3.75mm crochet hook,https://www.crochet.com/harlow-tank-top/p/N16090D
Harmony Slippers,Intermediate,"Super Bulky, Bulky",Acrylic,272,,7.0 mm crochet hook,https://www.crochet.com/harmony-slippers/p/55079
Harper Tote,Intermediate,"Worsted, Aran/Heavy Worsted",Cotton,1105,,"H/5.0mm, J/6.0mm crochet hooks",https://www.crochet.com/harper-tote/p/18118D
Harriet Hat,Beginner,Super Bulky,Wool,88,,12.0 mm Crochet hook,https://www.crochet.com/harriet-hat/p/55026D
Harvest Corn Pillows,Intermediate,Worsted,Wool,168-186,,H/5.0mm crochet hook,https://www.crochet.com/harvest-corn-pillows/p/15047D
Harvest Hoodie,Intermediate,Worsted,,1400-2300,Knit,J/6.0mm crochet hook,https://www.crochet.com/harvest-hoodie/p/N2322
Hawberry Sweater,Intermediate,Fingering,Wool,1319-2850,,G/4.0mm crochet hook,https://www.crochet.com/hawberry-sweater/p/15757D
Haylen Washcloth,Beginner,"Worsted, Fingering",Cotton,180,,I/5.5mm crochet hook,https://www.crochet.com/haylen-washcloth/p/15706D
Hazeldell Wrap,Intermediate,Fingering,Wool,1330,,F/3.75mm crochet hook,https://www.crochet.com/hazeldell-wrap/p/15731D
Heart of My Heart Placemat,Intermediate,Worsted,Acrylic,215,,G/4.0mm crochet hook,https://www.crochet.com/heart-of-my-heart-placemat/p/18607D
Heather Cardigan,Intermediate,Worsted,Acrylic,1383-2482,,H/5.0mm crochet hook,https://www.crochet.com/heather-cardigan/p/18741D
Heather Pullover,Intermediate,Worsted,Acrylic,1135-2003,,H/5.0mm crochet hook,https://www.crochet.com/heather-pullover/p/18070D
Heathered Rainbow Adult Pullover,Beginner,Sport,Wool,2624-3280,,US E/4 (3.5mm) Crochet hook,https://www.crochet.com/heathered-rainbow-adult-pullover/p/56323
Heathered Rainbow Pullover,Intermediate,Sport,Wool,1640-2624,,D/3 (3.25mm) & E/4 (3.5 mm) Crochet hook,https://www.crochet.com/heathered-rainbow-pullover/p/56332
Heavenly Herringbone Hat,Intermediate,Worsted,Wool,150-275,,H/5.0mm crochet hook,https://www.crochet.com/heavenly-herringbone-hat/p/18621D
Heavenly Herringbone Mittens,Intermediate,"Lace, Worsted",Wool,90-480,,"7/4.5mm crochet hook, H/5.0mm crochet hook",https://www.crochet.com/heavenly-herringbone-mittens/p/18737D
Hello Pumpkin Mosaic Cardigan,Intermediate,Worsted,Cotton,1680-3360,,"7/4.5mm crochet hook, H/5.0mm crochet hook",https://www.crochet.com/hello-pumpkin-mosaic-cardigan/p/18940D
Hello Spring Wall Hanging,Intermediate,Worsted,Cotton,241,,G/4.0mm crochet hook,https://www.crochet.com/hello-spring-wall-hanging/p/15930D
Hellshire Sunset Shawl,Intermediate,Fingering,Wool,714,,7/4.5mm crochet hook,https://www.crochet.com/hellshire-sunset-shawl/p/15727D
Henrietta Cable Headband,Intermediate,Worsted,Acrylic,100-150,,I/5.5mm crochet hook,https://www.crochet.com/henrietta-cable-headband/p/15582D
Herringbone Clutch,Intermediate,Worsted,Cotton,390,,F/3.75mm crochet hook,https://www.crochet.com/herringbone-clutch/p/18830D
Hexi Puff Coaster,Intermediate,DK,Cotton,150,,H/5.0mm crochet hook,https://www.crochet.com/hexi-puff-coaster/p/17891D
Hexie Bee Throw,Intermediate,Sport,Acrylic,3276,,US D/3 (3.25mm) & US F/5 (3.75mm) Crochet Hooks,https://www.crochet.com/hexie-bee-throw/p/58001
Hibernation Blanket,Intermediate,"Bulky, Super Bulky",Acrylic,692-1662,Crochet,US M/13 (9.0mm) Crochet hook,https://www.crochet.com/hibernation-blanket/p/58295
Highland Beanie,Intermediate,Worsted,,250-305,Crochet,G/4.0mm crochet hook,https://www.crochet.com/highland-beanie/p/N3271
Highland Hill Sweater,Intermediate,Fingering,Wool,1010-2690,,F/3.75mm crochet hook,https://www.crochet.com/highland-hill-sweater/p/18709D
Hippo Lovey,Intermediate,Worsted,Wool,150,,E/3.5mm crochet hook,https://www.crochet.com/hippo-lovey/p/15931D
Holbourne Mitts,Intermediate,DK,Alpaca,246,Crochet,G/4.00mm crochet hook,https://www.crochet.com/holbourne-mitts/p/18145D
Holiday Sweets Shawl,Intermediate,Worsted,Wool,1365,,Size US I/9 (5.50mm) Crochet hook,https://www.crochet.com/holiday-sweets-shawl/p/58166
Holly & Jolly Stocking,Intermediate,Worsted,Acrylic,872,,Sizes H/8 (5.0 mm) & I/9 (5.5 mm)  Crochet hook,https://www.crochet.com/holly-jolly-stocking/p/54087D
Holly Berry Stocking,Intermediate,"Aran/Heavy Worsted, Worsted",Cotton,710,,Size J/10 (6mm) Crochet hook,https://www.crochet.com/holly-berry-stocking/p/54094D
Holly Jolly Festive Crochet Christmas Coaster,Intermediate,Worsted,Cotton,80,,E/3.5mm crochet hook,https://www.crochet.com/holly-jolly-festive-crochet-christmas-coaster/p/15576D
Holly Square,Intermediate,Worsted,Wool,100,,7/4.5mm crochet hook,https://www.crochet.com/holly-square/p/18912D
Homebody Cardi,Intermediate,"Aran/Heavy Worsted, Worsted",Wool,940-2140,,I/5.5mm crochet hook,https://www.crochet.com/homebody-cardi/p/18876D
Home for the Holiday Stocking,Intermediate,Aran/Heavy Worsted,Cotton,1278,Crochet,Size H/8 (5mm) Crochet hook,https://www.crochet.com/home-for-the-holiday-stocking/p/54091D
Honeybee Cardigan,Beginner,Sport,Wool,970-2410,,G/4.0mm crochet hook,https://www.crochet.com/honeybee-cardigan/p/18837D
Hope Hat,Intermediate,Worsted,Acrylic,128-200,,I/5.5mm crochet hook,https://www.crochet.com/hope-hat/p/18023D
Horizon Pullover,Intermediate,Sport,Wool,1703-2751,,"I / 5.5mm Tunisian crochet hook, J / 6.0mm Tunisian crochet hook",https://www.crochet.com/horizon-pullover/p/54011D
Hot Toddy Scarf,Intermediate,Worsted,,880,Crochet,US L/11 (8.0mm) Tunisian Crochet hook,https://www.crochet.com/hot-toddy-scarf/p/58292
Hue + Me: The Looks,Intermediate,,,,,,https://www.crochet.com/hue-me-the-looks/p/58216
Hue Shift Crochet Afghan,Intermediate,Sport,Acrylic,4783,,Size F (4mm): crochet hook,https://www.crochet.com/hue-shift-crochet-afghan/p/55868
Huntington Carryall,Intermediate,Bulky,Wool,548,,Size K/10.5 (6.5mm): hook,https://www.crochet.com/huntington-carryall/p/58219
Hygge Homebody Cardigan,Intermediate,Worsted,Wool,1450-2220,,I/5.5mm crochet hook,https://www.crochet.com/hygge-homebody-cardigan/p/15592D
Ice Cream Sandwich Crossbody Bag,Intermediate,Worsted,Wool,343,,G/4.0mm crochet hook,https://www.crochet.com/ice-cream-sandwich-crossbody-bag/p/18883D
In Bloom Lace Pullover,Intermediate,"DK, Sport",Cotton,530-1120,,"G/4.0mm crochet hook, 7/4.5mm crochet hook",https://www.crochet.com/in-bloom-lace-pullover/p/18775D
In Bloom Shawl,Intermediate,Sport,,984,Crochet,US H/8 (5.00 mm) Crochet hook,https://www.crochet.com/in-bloom-shawl/p/55111D
Inishmore Cable Blanket,Intermediate,Bulky,Cotton,1080-2400,,K/6.5mm crochet hook,https://www.crochet.com/inishmore-cable-blanket/p/15889D
Innis Beanie,Intermediate,Fingering,Wool,330-350,,E/3.5mm crochet hook,https://www.crochet.com/innis-beanie/p/15760D
Intertwine Pullover,Beginner,Sport,Wool,1788-2980,Crochet,7/4.5mm crochet hook,https://www.crochet.com/intertwine-pullover/p/18417D
Invigorating Face Scrubby Set,Intermediate,"Worsted, DK",Cotton,95,,G/6 (4.0-4.25mm) crochet hook,https://www.crochet.com/invigorating-face-scrubby-set/p/55075
Isla Tank Top,Intermediate,Sport,Wool,651-1302,,"F/3.75mm crochet hook, 7/4.5mm crochet hook, H/5.0mm crochet hook",https://www.crochet.com/isla-tank-top/p/18588D
Jade Dishcloth,Beginner,Worsted,Cotton,380,Crochet,US F-5 (3.75mm) Crochet hook,https://www.crochet.com/jade-dishcloth/p/55066D
Janie Crossbody Tote,Intermediate,DK,Cotton,1220,,US I (5.5mm) crochet hook,https://www.crochet.com/janie-crossbody-tote/p/17751D
Jasper Dishcloth,Beginner,Worsted,Cotton,380,Crochet,US F-5 (3.75mm) Crochet hook,https://www.crochet.com/jasper-dishcloth/p/55067D
Jayda's Scarf,Intermediate,DK,Wool,246,,H/5.0mm crochet hook,https://www.crochet.com/jayda-s-scarf/p/13798D
Jellyfish Hanging Air Planter,Intermediate,Worsted,Acrylic,18,,Size C/2 (2.75mm): hooks,https://www.crochet.com/jellyfish-hanging-air-planter/p/17813D
Jemma Crochet Shawl,Intermediate,Lace,Cotton,1441,,Size D (3.25mm): crochet hook,https://www.crochet.com/jemma-crochet-shawl/p/12469D
Jenna Tote,Intermediate,Worsted,Cotton,1140,,US E (3.5mm) Crochet hook,https://www.crochet.com/jenna-tote/p/55123D
Jesse Beanie,Intermediate,DK,Wool,246,,G/4.0mm crochet hook,https://www.crochet.com/jesse-beanie/p/15758D
Jewel Box Shell,Intermediate,"DK,","Cotton, Linen",615-1476,Crochet,US G (4.25mm) Crochet hook,https://www.crochet.com/jewel-box-shell/p/56359
Jojo Bag,Intermediate,Worsted,Acrylic,872,,US H/8 (5mm) Crochet hook,https://www.crochet.com/jojo-bag/p/55119D
Jules Poncho,Intermediate,"Sport, DK",Wool,1100-1700,Crochet,Size G-6 (4.0mm) Crochet hook,https://www.crochet.com/jules-poncho/p/18449D
Juniper Knit-Look Crochet Hat,Intermediate,"Aran/Heavy Worsted, Worsted",Wool,64-140,,I/5.5mm crochet hook,https://www.crochet.com/juniper-knit-look-crochet-hat/p/15707D
Kaleidoscope Fingerless Mitts,Intermediate,Fingering,Wool,495,,3.0mm hook,https://www.crochet.com/kaleidoscope-fingerless-mitts/p/13843D
Kaleidoscope Poncho,Intermediate,Bulky,Wool,137-274,Crochet,Size N/P/15 (10mm) Crochet hook,https://www.crochet.com/kaleidoscope-poncho/p/18674D
Kids Riviera Tee,Intermediate,Fingering,Cotton,300-715,,F/3.75mm crochet hook,https://www.crochet.com/kids-riviera-tee/p/18060D
Kindred Spirit Cabled Hat,Intermediate,DK,Alpaca,230-345,,"G/4.0mm, G+/4.5mm crochet hook",https://www.crochet.com/kindred-spirit-cabled-hat/p/18029D
Kindred Sweater,Intermediate,DK,Alpaca,920-1495,Crochet,7/4.5mm crochet hook,https://www.crochet.com/kindred-sweater/p/18108D
Kinetic Wrap,Intermediate,Fingering,Wool,880,,G+ (4.5mm) crochet hook,https://www.crochet.com/kinetic-wrap/p/17963D
Kitty Lovey,Intermediate,Worsted,Wool,180,,E/4 (3.5mm) and I/9 (5.5mm) crochet hooks,https://www.crochet.com/kitty-lovey/p/18820D
Knit-Look Crochet Beer Cozy,Intermediate,Worsted,Cotton,76,,G/4.0mm crochet hook,https://www.crochet.com/knit-look-crochet-beer-cozy/p/15537D
Knoll Cowl,,Aran/Heavy Worsted,,300,Crochet,7.0mm crochet hook,https://www.crochet.com/knoll-cowl/p/N2005
KoKo Cocoon Cardi,Intermediate,Worsted,Wool,895-1090,,I/5.5mm crochet hook,https://www.crochet.com/koko-cocoon-cardi/p/18027D
Konfótab,Intermediate,Worsted,Cotton,480-1005,,"H/5.0mm crochet hook, K/6.5mm Tunisian crochet hook with cable",https://www.crochet.com/konfotab/p/18128D
Lace Diagonals Shawl,Intermediate,Fingering,Wool,460,,"F/3.75mm, 7/4.5mm crochet hooks",https://www.crochet.com/lace-diagonals-shawl/p/18087D
Lacy Days Coverup,Intermediate,DK,Cotton,1250-1980,Crochet,"U.S. size I/9 (5.5mm) crochet hook, or size needed to obtain gauge",https://www.crochet.com/lacy-days-coverup/p/17767D
Large Bag,Beginner,Jumbo,,52,Crochet,Circular knitting needle size 50 (25 mm) & Crochet hook size U-50 (25 mm),https://www.crochet.com/large-bag/p/N3751
Large Dog Sweater,Intermediate,Worsted,Acrylic,550-750,,Size H/8 (5mm): hook,https://www.crochet.com/large-dog-sweater/p/17772D
Laura Set,Intermediate,Sport,Cotton,700-1653,,4.25mm crochet hook,https://www.crochet.com/laura-set/p/15929D
Leaf Yoke Sweater,Intermediate,Worsted,Cotton,1134-1788,,E/3.5mm crochet hook,https://www.crochet.com/leaf-yoke-sweater/p/18732D
Leaflet Wall Hanging Pattern,Intermediate,DK,Cotton,615,,U.S. size G (4.25 mm) crochet hook,https://www.crochet.com/leaflet-wall-hanging-pattern/p/58071
Leaves in Light Crochet Pillow,Intermediate,Worsted,,800,Crochet,H/5.0mm crochet hook,https://www.crochet.com/leaves-in-light-crochet-pillow/p/N16020D
Lemon Block Pattern - Warm Up America,Intermediate,Worsted,Acrylic,85,,U.S H/8 (5 mm) crochet hook,https://www.crochet.com/lemon-block-pattern-warm-up-america/p/58172
Lemon Stripes Bag,Intermediate,Worsted,Cotton,189,,G/4.0mm crochet hook,https://www.crochet.com/lemon-stripes-bag/p/15594D
Let's Dish Tunisian Pillows,Beginner,Worsted,Cotton,350-2000,,H/5.0mm crochet hook,https://www.crochet.com/let-s-dish-tunisian-pillows/p/18729D
Liana Vines Top Pattern,Intermediate,Fingering,Wool,1785-2856,,U.S.  D/3 (3.25 mm) crochet hook,https://www.crochet.com/liana-vines-top-pattern/p/58070
Light Touch Pullover,Intermediate,Fingering,Wool,2070-2760,,US G/6 (4mm) Crochet Hook,https://www.crochet.com/light-touch-pullover/p/58005
Lil Punkins Cowl,Intermediate,Worsted,Wool,440,,J/6.00mm crochet hook,https://www.crochet.com/lil-punkins-cowl/p/15043D
Lily of the Nile Shawl,Intermediate,Sport,Wool,738,,US 7 (4.50mm) Crochet Hook & US G/6 (4.00mm) for Lower and Top Edgings,https://www.crochet.com/lily-of-the-nile-shawl/p/58016
Linden Cardigan,Beginner,Fingering,Cotton,436-1090,,E/3.5mm crochet hook,https://www.crochet.com/linden-cardigan/p/18231D
Lindy Kimono,Intermediate,Fingering,Cotton,1800-3600,,Size 7 (4.5mm),https://www.crochet.com/lindy-kimono/p/17898D
Linked Loops Dishcloth,Beginner,Worsted,Cotton,570,,H/5.0mm crochet hook,https://www.crochet.com/linked-loops-dishcloth/p/13577D
Linley Ear Warmer,Intermediate,Bulky,Alpaca,90-100,,K/6.5mm crochet hook,https://www.crochet.com/linley-ear-warmer/p/18701D
Lisbeth Beanie,Intermediate,Worsted,Wool,208,,Size G (4.25mm) Crochet hook,https://www.crochet.com/lisbeth-beanie/p/58168
Littorina Shawl,Intermediate,Worsted,Acrylic,1308,,J/6.00mm crochet hook,https://www.crochet.com/littorina-shawl/p/18897D
Llama Dusting Mitt,Intermediate,Worsted,Cotton,200,,G/4.0mm crochet hook,https://www.crochet.com/llama-dusting-mitt/p/18090D
Llama Mini Planter,Intermediate,Worsted,Acrylic,131,,Size G/6 (4mm) and Size K/10.5 (6.5mm): hooks,https://www.crochet.com/llama-mini-planter/p/17779D
Lobelia Nesting Basket,Intermediate,Worsted,Cotton,323,,H/5.0mm crochet hook,https://www.crochet.com/lobelia-nesting-basket/p/18767D
Lobelia Plant Pot Holder Basket,Intermediate,Worsted,Cotton,247,,H/5.0mm crochet hook,https://www.crochet.com/lobelia-plant-pot-holder-basket/p/18768D
Lorelei Cowl,Intermediate,"Worsted, Aran/Heavy Worsted",Alpaca,200-400,,I/5.5mm crochet hook,https://www.crochet.com/lorelei-cowl/p/18185D
Lorelei Fingerless Mitts,Intermediate,Worsted,Acrylic,90-180,,"E/3.5mm crochet hook, G/4.00mm crochet hook",https://www.crochet.com/lorelei-fingerless-mitts/p/18184D
Loretta Cardigan,Intermediate,"Aran/Heavy Worsted, Worsted",Alpaca,869-1426,,I/5.5mm crochet hook,https://www.crochet.com/loretta-cardigan/p/18503D
Lotus,Intermediate,Worsted,Wool,396,,"H/5.0mm, J/6.0mm, K/6.5mm crochet hook",https://www.crochet.com/lotus/p/18046D
Lotus Headband,Beginner,"Fingering, Lace",Cotton,180,,F/5 (3.75 mm) crochet hook,https://www.crochet.com/lotus-headband/p/55070
Love Baby Granny Square Blanket,Intermediate,Worsted,Acrylic,1326,,H/5.0mm crochet hook,https://www.crochet.com/love-baby-granny-square-blanket/p/18136D
Love Notes Valentine,Beginner,Worsted,Acrylic,162,,H/5.0mm crochet hook,https://www.crochet.com/love-notes-valentine/p/18608D
Love Squared C2C Pillow,Intermediate,Worsted,Wool,660,,Size 7 (4.5 mm) Crochet Hook,https://www.crochet.com/love-squared-c2c-pillow/p/58102
Lovebirds Amigurumi,Intermediate,Fingering,Wool,36,,D/3.25mm crochet hook,https://www.crochet.com/lovebirds-amigurumi/p/15764D
Lovely Lichen Pillow,Intermediate,Worsted,Acrylic,872,,H/5.0mm crochet hook,https://www.crochet.com/lovely-lichen-pillow/p/56288
Lover's Mitten Set,Intermediate,Super Bulky,Wool,264,,M/9mm crochet hook,https://www.crochet.com/lover-s-mitten-set/p/18624D
Luxe Flowers Cowl,Intermediate,Lace,Silk,872,,US D/3 (3.25mm),https://www.crochet.com/luxe-flowers-cowl/p/58027
Luxe Pullover,Intermediate,Fingering,Wool,880-1650,,Size F/5 (3.75mm) Crochet hook,https://www.crochet.com/luxe-pullover/p/58258D
Lyric Cardigan,Intermediate,DK,Wool,713-1740,,H/5.0mm crochet hook,https://www.crochet.com/lyric-cardigan/p/15902D
Ma Blue's Reversible Almond Pillow,Beginner,Bulky,Wool,480,,K/6.5mm crochet hook,https://www.crochet.com/ma-blue-s-reversible-almond-pillow/p/18706D
MacK Beanie,Intermediate,Bulky,Wool,65-122,,J/6.00mm crochet hook,https://www.crochet.com/mack-beanie/p/15575D
Macchiato Beanie,Intermediate,"Bulky, Worsted, Aran/Heavy Worsted",Alpaca,80-125,,J/6.0mm crochet hook,https://www.crochet.com/macchiato-beanie/p/17986D
