Title,Skill Level,Yarn Brand,Yarn Name,Yarn Weight,Hook Size,Stitches,Color,Category,Pattern Link
Skittles Summer Crochet Poncho,2. Easy,,,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Moss / Linen",Variegated,"Crochet Clothing This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/skittles-summer-crochet-poncho/
Gilal Diamond Crochet Throw Blanket,2. Easy,,,Weight 4 - Medium,9 mm (M/N-13),"Tunisian Knit Stitch , Tunisian Simple Stitch",Green,"Crochet Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/gilal-diamond-throw/
Puff Stitch Crochet Flower Pattern,2. Easy,,,Weight 4 - Medium,4 mm (G-6),"Puff , Single Crochet",,"Appliques This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/puff-stitch-crochet-flower-pattern/
Crochet Oval Lace Doily,2. Easy,,,Weight 4 - Medium,4 mm (G-6),"Double Crochet , Single Crochet","Gray , Yellow","Crochet Home DÃ©cor This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/crochet-oval-lace-doily/
Outline Flower Crochet Potholder,2. Easy,,,Weight 4 - Medium,4 mm (G-6),Double Crochet,Pink,"Crochet Home DÃ©cor This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/outline-flower-crochet-potholder/
Rainbow Splash Mosaic Blanket,2. Easy,,,Weight 4 - Medium,5 mm (H-8),"Double Crochet , Single Crochet Back Loop",Variegated,"Crochet Baby Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/rainbow-splash-mosaic-blanket/
Crochet Soap Saver,3. Intermediate,Lion Brand,Re-Up,Weight 4 - Medium,5.5 mm (I-9),"Double Crochet , Single Crochet",,Crochet Bathroom,https://easycrochet.com/partner/crochet-soap-saver/
Twisted Chains Cowl,2. Easy,Hobby Lobby,I Love This Yarn,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet , Triple Crochet",,Crochet Cowls,https://easycrochet.com/partner/twisted-chains-cowl/
Elephant Lovey C2C,2. Easy,,,Weight 4 - Medium,4 mm (G-6),"Double Crochet , Single Crochet","Gray , Pink","Amigurumi This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/elephant-lovey-c2c/
Wanderers Mosaic Crochet Blanket,3. Intermediate,,,Weight 4 - Medium,6.5 mm (K-10.5),"Double Crochet , Single Crochet",,"Crochet Blankets This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/wanderers-mosaic-blanket/
Crochet Mason Jar Covers,2. Easy,Yarnspirations,Lily Sugar'n Cream,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Half Double Crochet , Single Crochet",,Crochet Home DÃ©cor,https://easycrochet.com/partner/crochet-mason-jar-covers/
Cap Sleeve Crochet Top,3. Intermediate,Lion Brand,24/7 Cotton,Weight 4 - Medium,4.5 mm (7),Herringbone Double Crochet,Purple,Purple,https://easycrochet.com/partner/cap-sleeve-crochet-top/
Crochet Baby Easter Chicken Hat,2. Easy,,,Weight 4 - Medium,6 mm (J-10),"Half Double Crochet , Single Crochet",Yellow,"Baby Hats This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/crochet-baby-easter-chicken-hat/
Easy Crochet Shawl Pattern for Spring,2. Easy,Caron Yarn,Caron Cakes,Weight 4 - Medium,5.5 mm (I-9),"Double Crochet , Half Double Crochet",Variegated,Variegated,https://easycrochet.com/crochet-shawl-pattern-for-spring/
Nina Chunky Poncho Wrap,2. Easy,Lion Brand,Feels Like Butta,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet",Gray,Gray,https://easycrochet.com/partner/nina-chunky-poncho-wrap/
Criss Cross Blanket,1. Basic,Paintbox Yarn,Simply Aran,Weight 4 - Medium,6.5 mm (K-10.5),Double Crochet,Blue,Blue,https://easycrochet.com/partner/criss-cross-blanket/
Cozy Rib Stitch Cowl,3. Intermediate,,,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet","Blue , Gray , Pink","Crochet Cowls This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/cozy-rib-stitch-cowl/
Braided Blanket Ruana,3. Intermediate,Rowan,Kid Classic,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/partner/braided-blanket-ruana/
Braided Scarf,3. Intermediate,Lion Brand,Feels Like Butta,Weight 4 - Medium,6 mm (J-10),Front Loop Single Crochet,Gray,Gray,https://easycrochet.com/partner/braided-scarf/
Easter Bunny Crochet Baby Hat,2. Easy,,,Weight 4 - Medium,3.5 mm (E-4),Single Crochet,,"Baby Hats This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/easter-bunny-crochet-baby-hat/
Dog Sweater Crochet Pattern,,,,,,,,,
Bunny Love Cuddly Amigurumi,3. Intermediate,,,Weight 4 - Medium,,Single Crochet,,"Amigurumi This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/bunny-love-cuddly-amigurumi/
Bunny Ear Headband,2. Easy,Lion Brand,Vanna's Choice,Weight 4 - Medium,3.5 mm (E-4),Single Crochet,White,White,https://easycrochet.com/partner/bunny-ear-headband/
Crochet Amigurumi Christmas Moose,,,,,,,,,
Bruce the Friendly Dinosaur Amigurumi,,,,,,,,,
Easy Purple Poncho Wrap,2. Easy,Lion Brand,24/7 Cotton,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet",Purple,Purple,https://easycrochet.com/partner/easy-purple-poncho-wrap/
The Holiday Poncho Cardigan,2. Easy,Lion Brand,24/7 Cotton,Weight 4 - Medium,5 mm (H-8),Herringbone Double Crochet,Green,Green,https://easycrochet.com/partner/the-holiday-poncho-cardigan/
Cookie and Cream Poncho Wrap,2. Easy,Lion Brand,24/7 Cotton,Weight 4 - Medium,5 mm (H-8),Herringbone Double Crochet,Brown,Brown,https://easycrochet.com/partner/cookie-and-cream-poncho-wrap/
Easy Everyday Shrug,2. Easy,Lion Brand,Feels Like Butta,Weight 4 - Medium,4 mm (G-6),Herringbone Half Double Crochet,Blue,Blue,https://easycrochet.com/partner/easy-everyday-shrug/
Lemonade Summer Kimono Cardigan,3. Intermediate,,,Weight 4 - Medium,"4 mm (G-6) , 6 mm (J-10)","Double Crochet , Half Double Crochet , Single Crochet",Yellow,"Crochet Cardigans This pattern is shown as a part of our partner program . EasyCrochet.com did not create this pattern. For support on this crochet pattern, please reach out to the owner through their website.",https://easycrochet.com/partner/lemonade-summer-kimono-cardigan/
Easy Crochet Cozy Sweater Pattern,,,,,,,,,
How to Crochet a Granny Square Pattern for Beginners,1. Basic,Lion Brand,Vanna's Choice,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Slip Stitch","Blue , Yellow",Blue,https://easycrochet.com/crochet-granny-square/
Country Garden Market Bag,3. Intermediate,Loops and Threads,,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Puff , Single Crochet , Slip Stitch",Variegated,Crochet Bags & Purses,https://easycrochet.com/partner/country-garden-market-bag/
Circle Hot Pad,2. Easy,Hobby Lobby,Crafter's Secret Cotton,Weight 4 - Medium,5.5 mm (I-9),"Half Double Crochet , Half Double Crochet Back Loop , Slip Stitch",,Crochet Kitchen,https://easycrochet.com/partner/circle-hot-pad/
Braided Beanie,3. Intermediate,Lion Brand,Feels Like Butta,Weight 4 - Medium,6 mm (J-10),"Front Loop Single Crochet , Single Crochet Back Loop , Slip Stitch",Neutral,Neutral,https://easycrochet.com/partner/braided-beanie/
Easy Crochet Heart Dishcloth Pattern,3. Intermediate,Premier Yarns,Premier Home,Weight 4 - Medium,3.75 mm (F-5),Single Crochet,Neutral,Neutral,https://easycrochet.com/crochet-heart-dishcloth-pattern/
Easy Crochet Cloud Pattern,2. Easy,Lion Brand,Feels Like Butta,Weight 4 - Medium,5 mm (H-8),"Double Crochet , Half Double Crochet , Single Crochet , Slip Stitch","Blue , White",Blue,https://easycrochet.com/crochet-cloud-pattern-free/
How to Single Crochet Back Loop Only (SC BLO),1. Basic,Lion Brand,Vanna's Choice,Weight 4 - Medium,5 mm (H-8),Single Crochet Back Loop,Green,Green,https://easycrochet.com/how-to-crochet-back-loop-single-crochet/
Four Leaf Clover Crochet Pattern,2. Easy,Lion Brand,Vanna's Choice,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet , Slip Stitch",Green,Green,https://easycrochet.com/four-leaf-clover-crochet-pattern/
Cabled Legwarmers,,,,,,,,,
St. Patrick’s Day Shamrock Crochet Pattern,2. Easy,Lion Brand,Vanna's Choice,Weight 4 - Medium,6 mm (J-10),"Double Crochet , Single Crochet",Green,Green,https://easycrochet.com/shamrock-crochet-pattern-free/
Easy Crochet Baby Blanket with Ripples,2. Easy,Caron Yarn,"Caron Cakes , Marble Cakes , Simply Soft",Weight 4 - Medium,6 mm (J-10),"Double Crochet , Double Crochet Increase , Double Crochet Three Together",Pink,Pink,https://easycrochet.com/easy-crochet-baby-blanket-with-ripples/
Falling In Striped Crochet Blanket Pattern,2. Easy,Lion Brand,Heartland,Weight 4 - Medium,5 mm (H-8),Herringbone Half Double Crochet,"Brown , Neutral",Brown,https://easycrochet.com/falling-in-crochet-blanket-pattern/
Granny Stitch Ripple Baby Blanket Pattern,3. Intermediate,Red Heart,Soft Baby Steps,Weight 4 - Medium,4.5 mm (7),Double Crochet,Gray,Gray,https://easycrochet.com/granny-stitch-ripple-blanket-baby-pattern/
The Finley Easy Crochet Blanket Pattern,2. Easy,Lion Brand,Heartland,Weight 4 - Medium,5 mm (H-8),"Half Double Crochet , Single Crochet",Neutral,Neutral,https://easycrochet.com/finley-crochet-baby-blanket/
Easy Crochet Pocket Shawl Pattern,3. Intermediate,Caron Yarn,Simply Soft,Weight 4 - Medium,"4 mm (G-6) , 5.5 mm (I-9)","Half Double Crochet , Single Crochet",Orange,Orange,https://easycrochet.com/crochet-shawl-with-pockets-free-pattern/
Easy & Free Small Crochet Pumpkin Pattern,3. Intermediate,Lion Brand,Basic Stitch Yarn,Weight 4 - Medium,4 mm (G-6),Single Crochet,Neutral,Neutral,https://easycrochet.com/small-crochet-pumpkin-pattern/
The Best Beginner Easy Crochet Washcloth Pattern,1. Basic,Premier Yarns,Premier Home,Weight 4 - Medium,6 mm (J-10),"Half Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/beginner-crochet-washcloth-pattern/
Quick And Easy Crochet Baby Blanket Pattern,2. Easy,Yarnspirations,Simply Soft,Weight 4 - Medium,4 mm (G-6),"Double Crochet , Half Double Crochet","Blue , Red , White",Blue,https://easycrochet.com/riley-easy-crochet-baby-blanket/
Easy Double Crochet Blanket for Beginners,1. Basic,Lion Brand,Pound of Love,Weight 4 - Medium,"5 mm (H-8) , 6 mm (J-10)",Double Crochet,"Green , White",Green,https://easycrochet.com/easy-double-crochet-blanket/
Easy Crochet Lovey Pattern,3. Intermediate,"Knit Picks , WeCrochet",Brava Worsted,Weight 4 - Medium,5.5 mm (I-9),"Double Crochet , Single Crochet",Gray,Gray,https://easycrochet.com/free-crochet-lovey-pattern-baby-blanket/
Free Face Scrubby Crochet Pattern,2. Easy,Lion Brand,Pima Cotton,Weight 4 - Medium,4 mm (G-6),"Herringbone Half Double Crochet , Single Crochet",Pink,Pink,https://easycrochet.com/crochet-face-scrubbies/
How to Crochet a Star,2. Easy,"Knit Picks , WeCrochet",Brava Worsted,Weight 4 - Medium,3.75 mm (F-5),"Double Crochet , Herringbone Half Double Crochet , Single Crochet","Gray , Yellow",Gray,https://easycrochet.com/how-to-crochet-a-star/
Modern Crochet Baby Granny Stitch Blanket,2. Easy,"Knit Picks , WeCrochet",Brava Worsted,Weight 4 - Medium,5.5 mm (I-9),Double Crochet,"Blue , Gray , Pink , Purple",Blue,https://easycrochet.com/modern-granny-stitch-crochet-blanket/
Simple Crochet Coin Pouch Pattern,3. Intermediate,Lion Brand,Re-Up,Weight 4 - Medium,3.75 mm (F-5),"Puff , Single Crochet","Neutral , White",Neutral,https://easycrochet.com/crochet-coin-purse/
Tunisian Crochet Body Pillow Pattern,2. Easy,Lion Brand,Mandala,Weight 4 - Medium,5 mm (H-8),"Tunisian Knit Stitch , Tunisian Simple Stitch","Blue , Orange , Pink , Yellow",Blue,https://easycrochet.com/crochet-body-pillow-pattern/
Easy Crochet Lap Blanket,2. Easy,Lion Brand,"Feels Like Butta , Mandala",Weight 4 - Medium,5.5 mm (I-9),"Double Crochet , Half Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/easy-crochet-lap-blanket/
Clara Crochet Ripple Blanket,3. Intermediate,Lion Brand,Vanna's Choice,Weight 4 - Medium,5.5 mm (I-9),"Bobble , Double Crochet , Single Crochet","Blue , Green , Pink",Blue,https://easycrochet.com/clara-crochet-ripple-blanket/
Crochet Egg Pattern for Easter,3. Intermediate,Yarnspirations,Lily Sugar'n Cream,Weight 4 - Medium,2.75 mm (C-2),Single Crochet,Yellow,Yellow,https://easycrochet.com/crochet-easter-eggs/
State of Pennsylvania Crochet Pattern,3. Intermediate,Lion Brand,Vanna's Choice,Weight 4 - Medium,6 mm (J-10),Single Crochet,Orange,Orange,https://easycrochet.com/state-of-pennsylvania-crochet-pattern/
DIY Gingerbread Ornament: Easy Crochet Tutorial,2. Easy,Lion Brand,Vanna's Choice,Weight 4 - Medium,6 mm (J-10),Half Double Crochet,Neutral,Neutral,https://easycrochet.com/crochet-gingerbread-man-pattern/
Mini Crochet Bow Pattern,2. Easy,Lion Brand,Vanna's Choice,Weight 4 - Medium,4.5 mm (7),"Double Crochet , Single Crochet",Pink,Pink,https://easycrochet.com/mini-crochet-bow-pattern/
4 Yarn Weight Crochet Patterns,,,,,,,,,
Two Triangle Crochet Baby Blanket Pattern,3. Intermediate,Lion Brand,Basic Stitch Yarn,Weight 4 - Medium,6 mm (J-10),"Herringbone Half Double Crochet , Single Crochet","Gray , White , Yellow",Gray,https://easycrochet.com/two-triangle-crochet-baby-blanket-pattern/
Bobble Stitch Crochet Scarf Pattern,2. Easy,Lion Brand,Crayolaâ¢ Cake,Weight 4 - Medium,5.5 mm (I-9),"Bobble , Single Crochet","Gray , Neutral",Gray,https://easycrochet.com/bobble-stitch-crochet-scarf-pattern/
Fall Herringbone Half Double Crochet Blanket Pattern,2. Easy,Lion Brand,Vanna's Choice,Weight 4 - Medium,5.5 mm (I-9),Herringbone Half Double Crochet,"Orange , Red , Yellow",Orange,https://easycrochet.com/herringbone-half-double-crochet-fall-blanket-pattern/
Easy Crochet Spike Stitch Dishcloth Pattern,2. Easy,Lion Brand,Re-Up,Weight 4 - Medium,3.75 mm (F-5),"Herringbone Half Double Crochet , Single Crochet","Gray , White",Gray,https://easycrochet.com/crochet-spike-stitch-dishcloth-pattern/
Easy Crochet Fuzzy Scrunchie Pattern,2. Easy,Lion Brand,"Basic Stitch Yarn , Terryspun","Weight 4 - Medium , Weight 5 - Bulky",5 mm (H-8),"Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/crochet-hair-scrunchie-pattern/
Simple Stitch Crochet Baby Blanket,2. Easy,Lion Brand,Basic Stitch Yarn,Weight 4 - Medium,5.5 mm (I-9),"Double Crochet , Half Double Crochet , Single Crochet",Blue,Blue,https://easycrochet.com/simple-stitch-crochet-baby-blanket/
Free Crochet Soap Cozy Pattern,2. Easy,Zeeman,Royal Melange,Weight 4 - Medium,3.5 mm (E-4),Single Crochet,"Blue , Red , White",Blue,https://easycrochet.com/free-crochet-soap-cozy-pattern/
How to Crochet an Easy Crochet Bath Mat (Free),1. Basic,Lion Brand,"Feels Like Butta , Terryspun",Weight 4 - Medium,5 mm (H-8),Single Crochet,White,White,https://easycrochet.com/crochet-bath-mat/
